GPSS Week    Seconds of Week          X(m)              Y(m)              Z(m)           Clock(m)
2394     211421.000   -2267660.439    5009356.068    3221063.197         -9.288
2394     211422.000   -2267660.926    5009354.842    3221063.453         71.527
2394     211423.000   -2267662.302    5009353.762    3221060.964         -4.794
2394     211424.000   -2267664.013    5009351.220    3221059.946         -7.004
2394     211425.000   -2267664.011    5009349.564    3221059.150         -7.641
2394     211426.000   -2267663.608    5009347.538    3221059.277         -7.067
2394     211427.000   -2267664.254    5009346.445    3221059.441         67.767
2394     211428.000   -2267664.672    5009343.968    3221058.094         -9.730
2394     211429.000   -2267665.127    5009341.957    3221058.842        -11.528
2394     211430.000   -2267667.148    5009340.785    3221059.333        -10.606
2394     211431.000   -2267668.005    5009341.576    3221060.112         66.587
2394     211432.000   -2267668.247    5009339.417    3221057.321        -10.769
2394     211433.000   -2267667.785    5009338.266    3221057.074        -10.368
2394     211434.000   -2267669.168    5009338.388    3221057.170        -12.050
2394     211435.000   -2267670.556    5009338.706    3221057.770        -10.076
2394     211436.000   -2267672.103    5009337.782    3221056.630         65.280
2394     211437.000   -2267673.563    5009337.131    3221056.081        -14.448
2394     211438.000   -2267675.895    5009336.616    3221058.197        -11.480
2394     211439.000   -2267678.219    5009335.944    3221060.631         -8.094
2394     211440.000   -2267680.150    5009335.494    3221062.492         74.572
2394     211441.000   -2267680.376    5009332.903    3221062.385         -6.398
2394     211442.000   -2267681.300    5009330.616    3221062.591         -8.957
2394     211443.000   -2267683.391    5009329.891    3221063.734         -5.394
2394     211444.000   -2267685.272    5009329.979    3221064.417         -5.202
2394     211445.000   -2267687.522    5009329.345    3221066.194         70.255
2394     211446.000   -2267689.761    5009328.829    3221068.682         -7.040
2394     211447.000   -2267691.406    5009327.875    3221069.671         -7.675
2394     211448.000   -2267692.617    5009325.863    3221071.007         -9.762
2394     211449.000   -2267694.341    5009326.744    3221071.900         68.944
2394     211450.000   -2267695.514    5009327.459    3221072.739         -5.126
2394     211451.000   -2267696.816    5009327.816    3221075.914         -1.831
2394     211452.000   -2267698.823    5009326.915    3221079.593         -0.598
2394     211453.000   -2267699.064    5009327.950    3221083.123         76.053
2394     211454.000   -2267699.827    5009329.634    3221086.038         -0.952
2394     211455.000   -2267700.010    5009330.137    3221088.363          2.843
2394     211456.000   -2267700.412    5009330.116    3221092.450          0.220
2394     211457.000   -2267701.492    5009331.807    3221094.886         -2.263
2394     211458.000   -2267701.623    5009330.692    3221096.994         73.832
2394     211459.000   -2267701.162    5009328.565    3221096.881         -5.988
2394     211460.000   -2267700.928    5009327.771    3221097.255         -6.944
2394     211461.000   -2267702.082    5009326.969    3221097.610         -5.287
2394     211462.000   -2267703.130    5009324.464    3221098.147         72.899
2394     211463.000   -2267702.882    5009321.628    3221098.293         -3.564
2394     211464.000   -2267701.378    5009319.973    3221097.966         -3.175
2394     211465.000   -2267700.029    5009318.564    3221096.001         -4.245
2394     211466.000   -2267697.147    5009317.248    3221094.160         70.720
2394     211467.000   -2267695.615    5009316.068    3221090.850         -4.929
2394     211468.000   -2267693.305    5009315.204    3221087.676         -5.547
2394     211469.000   -2267690.971    5009315.678    3221087.590         -7.439
2394     211470.000   -2267690.878    5009317.496    3221088.370         -6.770
2394     211471.000   -2267690.525    5009316.514    3221088.840        -10.052
2394     211472.000   -2267689.462    5009315.922    3221090.510         -9.005
2394     211473.000   -2267688.235    5009313.148    3221094.889        -14.516
2394     211474.000   -2267689.296    5009314.193    3221095.875         66.925
2394     211475.000   -2267689.137    5009313.343    3221096.145        -11.483
2394     211476.000   -2267689.788    5009312.230    3221096.170         -9.397
2394     211477.000   -2267690.892    5009311.062    3221095.983         -6.497
2394     211478.000   -2267691.503    5009310.827    3221097.696         -4.643
2394     211479.000   -2267692.400    5009311.049    3221097.708         74.205
2394     211480.000   -2267693.502    5009310.759    3221099.865         -8.196
2394     211481.000   -2267694.695    5009310.285    3221099.255         -7.287
2394     211482.000   -2267693.909    5009308.366    3221097.789         -5.929
2394     211483.000   -2267694.775    5009306.633    3221096.850         67.180
2394     211484.000   -2267695.415    5009307.156    3221097.748         -8.590
2394     211485.000   -2267696.000    5009307.141    3221101.152         -7.873
2394     211486.000   -2267695.597    5009305.221    3221100.504        -10.100
2394     211487.000   -2267693.593    5009303.540    3221098.073         68.977
2394     211488.000   -2267693.194    5009302.817    3221098.858         -7.532
2394     211489.000   -2267693.813    5009301.098    3221099.105        -12.467
2394     211490.000   -2267695.622    5009301.477    3221101.357         60.656
2394     211491.000   -2267695.256    5009299.892    3221101.207        -13.418
2394     211492.000   -2267695.021    5009298.942    3221103.747         -4.284
2394     211493.000   -2267693.806    5009295.933    3221104.786        -11.149
2394     211494.000   -2267694.423    5009295.169    3221106.214         -8.039
2394     211495.000   -2267695.216    5009293.457    3221105.431         66.749
2394     211496.000   -2267694.851    5009291.903    3221105.028        -11.649
2394     211497.000   -2267694.438    5009291.396    3221108.004        -12.074
2394     211498.000   -2267694.267    5009291.456    3221109.158        -16.157
2394     211499.000   -2267692.859    5009289.882    3221110.087         60.024
2394     211500.000   -2267692.757    5009289.854    3221112.995        -13.866
2394     211501.000   -2267692.871    5009289.129    3221113.980        -14.030
2394     211502.000   -2267692.138    5009289.430    3221116.206        -14.535
2394     211503.000   -2267692.768    5009289.470    3221116.145         61.911
2394     211504.000   -2267693.248    5009289.640    3221117.290        -15.734
2394     211505.000   -2267692.570    5009289.142    3221117.655        -13.447
2394     211506.000   -2267691.168    5009288.371    3221120.336        -11.023
2394     211507.000   -2267690.881    5009285.564    3221122.695         66.290
2394     211508.000   -2267689.821    5009284.102    3221124.303        -15.352
2394     211509.000   -2267689.946    5009283.688    3221125.337        -14.132
2394     211510.000   -2267688.385    5009283.805    3221127.141         61.677
2394     211511.000   -2267688.299    5009284.414    3221128.861        -13.722
2394     211512.000   -2267687.852    5009283.641    3221128.844        -12.907
2394     211513.000   -2267687.776    5009284.839    3221130.687        -11.544
2394     211514.000   -2267688.587    5009285.628    3221132.819         64.886
2394     211515.000   -2267687.934    5009285.715    3221134.680        -12.217
2394     211516.000   -2267687.554    5009285.443    3221135.427        -11.885
2394     211517.000   -2267686.639    5009284.604    3221136.434        -12.313
2394     211518.000   -2267686.726    5009283.304    3221136.290         64.277
2394     211519.000   -2267686.376    5009283.262    3221136.712        -16.199
2394     211520.000   -2267685.399    5009284.882    3221136.660        -17.933
2394     211521.000   -2267684.183    5009284.340    3221138.323        -16.204
2394     211522.000   -2267684.411    5009283.762    3221140.741         60.947
2394     211523.000   -2267684.323    5009282.134    3221141.786        -13.798
2394     211524.000   -2267684.706    5009281.383    3221143.891        -10.900
2394     211525.000   -2267684.640    5009280.017    3221144.002        -12.872
2394     211526.000   -2267683.810    5009275.774    3221145.566        -12.532
2394     211527.000   -2267683.802    5009275.287    3221146.622        -18.110
2394     211528.000   -2267683.871    5009273.106    3221145.305        -15.119
2394     211529.000   -2267684.407    5009272.367    3221146.163        -15.237
2394     211530.000   -2267684.418    5009270.915    3221147.828        -16.843
2394     211531.000   -2267684.505    5009272.274    3221150.409         60.679
2394     211532.000   -2267684.558    5009272.226    3221152.013        -13.929
2394     211533.000   -2267683.479    5009271.442    3221153.450        -15.772
2394     211534.000   -2267681.399    5009269.215    3221154.845        -16.846
2394     211535.000   -2267681.198    5009271.189    3221154.933         65.460
2394     211536.000   -2267681.625    5009271.792    3221154.543        -13.058
2394     211537.000   -2267683.154    5009272.015    3221156.325        -11.702
2394     211538.000   -2267682.911    5009266.893    3221152.245        -16.844
2394     211539.000   -2267683.969    5009265.920    3221152.312         58.688
2394     211540.000   -2267684.521    5009268.676    3221157.180        -13.618
2394     211541.000   -2267685.586    5009271.588    3221159.040         -8.506
2394     211542.000   -2267686.235    5009270.673    3221154.710         -9.177
2394     211543.000   -2267685.662    5009271.946    3221153.264         65.743
2394     211544.000   -2267685.235    5009271.166    3221152.737         -9.301
2394     211545.000   -2267679.787    5009277.048    3221159.307         -4.306
2394     211546.000   -2267678.587    5009277.397    3221159.561          6.470
2394     211547.000   -2267682.792    5009277.247    3221159.661         72.612
2394     211548.000   -2267688.343    5009271.530    3221155.478        -12.975
2394     211549.000   -2267687.189    5009271.864    3221158.391        -16.258
2394     211550.000   -2267687.533    5009270.499    3221160.857        -15.290
2394     211551.000   -2267686.094    5009269.649    3221160.972         63.566
2394     211552.000   -2267686.388    5009268.154    3221160.347        -18.142
2394     211553.000   -2267685.055    5009267.957    3221162.600        -18.177
2394     211554.000   -2267684.348    5009264.888    3221163.677        -16.568
2394     211555.000   -2267685.332    5009265.588    3221163.479         66.803
2394     211556.000   -2267684.422    5009265.965    3221160.992         -9.020
2394     211557.000   -2267683.754    5009265.836    3221161.436        -17.594
2394     211558.000   -2267683.310    5009267.238    3221161.169        -11.669
